YEAR,MO,DY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR
2020,2,20,21.78,12.3,17.04,19.83,11.85,27.68,15.83,8.85,56.5,0
2020,2,21,21.62,13.14,17.38,20.37,13.27,28.06,14.79,9.34,61.19,0
2020,2,22,22.26,13.51,17.88,21.03,12.45,29,16.55,9.52,59.44,0
2020,2,23,23.26,15.79,19.52,22.25,10.95,29.1,18.15,11.05,64.19,0
2020,2,24,23.08,16.27,19.68,22.49,10.74,28.55,17.8,11.41,67.25,0
2020,2,25,21.26,16.15,18.7,20.58,7.53,26.06,18.54,11.35,73.44,0.97
2020,2,26,21.12,16.4,18.76,21.65,8.35,25.93,17.57,11.54,75.94,1.41
2020,2,27,21.07,15.57,18.32,21.7,9.63,26.31,16.67,10.93,73.12,0.13
2020,2,28,21.24,13.34,17.3,21.45,12.44,27.82,15.38,9.46,63.75,0
2020,2,29,22.19,13.3,17.75,21.9,12.91,28.93,16.02,9.46,59.88,0
2020,3,1,23.26,14.3,18.78,22.52,11.6,29.48,17.87,10.07,58.88,0
2020,3,2,24.24,13.99,19.12,23.02,11.41,29.74,18.33,9.89,55.25,0.38
2020,3,3,23.72,16.31,20.01,22.85,9.9,28.8,18.89,11.54,64.31,22.87
2020,3,4,23.29,17.9,20.59,22.98,9.03,27.77,18.74,12.7,72.94,21.8
2020,3,5,23.49,18.32,20.9,23.26,9.48,28.08,18.6,13.06,73.88,3.31
2020,3,6,23.29,18.15,20.72,23.36,9.87,28.13,18.27,12.88,74.75,6.25
2020,3,7,23.03,18.76,20.89,23.3,9.39,27.65,18.26,13.37,78.19,3.15
2020,3,8,24.1,19.24,21.67,24.12,8.64,28.62,19.98,13.85,75.31,1.38
2020,3,9,23.3,15.37,19.33,22.73,9.8,28.36,18.56,10.86,63.12,0
2020,3,10,22.87,13.13,18,22.12,10.5,28.9,18.41,9.34,55.69,0.05
2020,3,11,23.77,14.9,19.33,23.26,11.44,29.25,17.81,10.56,58.5,0
2020,3,12,25.76,17.44,21.6,25.4,11.88,31.73,19.84,12.33,61.88,0
2020,3,13,25.98,17.69,21.83,25.88,12.77,32.88,20.11,12.51,62.75,0
2020,3,14,25.26,17.38,21.32,25.56,12.65,32.52,19.88,12.33,64.25,0
2020,3,15,23.93,15.88,19.9,24.45,13.8,31.89,18.08,11.23,65.12,0
2020,3,16,24.76,16.78,20.77,25.2,12.95,31.8,18.84,11.84,63.81,0
2020,3,17,24.6,15.82,20.21,24.83,12.41,30.99,18.59,11.11,60.25,0
2020,3,18,25.12,15.4,20.26,25.04,11.91,31.44,19.52,10.86,56.56,0
2020,3,19,25.66,14.03,19.85,25.16,13.47,32.15,18.69,9.95,50.88,0
2020,3,20,25.55,14.12,19.83,24.74,11.98,31.37,19.37,10.01,51.19,0.39
2020,3,21,26.44,13.9,20.17,25.9,12.36,32.68,20.32,9.89,48.62,0.03
2020,3,22,25.48,17.01,21.24,26.01,8.7,30.23,21.52,12.02,61.25,3.34
2020,3,23,25.1,15.83,20.46,25.76,11.98,30.67,18.69,11.17,58.94,0.08
2020,3,24,26.19,15.76,20.97,26.3,10.73,31.35,20.62,11.11,54.56,0.38
2020,3,25,26.62,17.15,21.89,26.86,12.23,32.8,20.57,12.27,60.12,0.53
2020,3,26,28.08,16.28,22.18,27.41,12.42,33.89,21.47,11.54,50.25,0.17
2020,3,27,28.67,17.05,22.86,28.13,14.86,35.4,20.54,12.15,53.25,0
2020,3,28,29.2,17.91,23.56,29.28,14.77,36.45,21.69,12.82,53.12,0
2020,3,29,29.3,16.97,23.13,29.32,13.25,36.28,23.03,12.21,52.12,0
2020,3,30,28.9,13.1,21.01,28.05,14.02,35.74,21.72,9.4,40.81,0
2020,3,31,28.47,12.84,20.65,28.01,14.55,35.63,21.09,9.28,40.81,0
2020,4,1,28.87,13.23,21.05,28.46,13.74,36.01,22.27,9.58,40.69,0
2020,4,2,29.24,21.03,25.14,30,14.39,36.66,22.27,15.62,65.88,0.55
2020,4,3,28.98,21.73,25.36,29.83,11.43,35.33,23.9,16.3,68.88,10.38
2020,4,4,28.42,21.07,24.75,29.42,11.66,34.87,23.21,15.69,69.12,10.77
2020,4,5,28.01,20.96,24.49,28.76,11.36,34.33,22.98,15.5,69.38,9.65
2020,4,6,27.82,18.98,23.4,28.3,12.73,34.87,22.14,14.04,65.31,6.74
2020,4,7,28.46,19.73,24.09,28.96,13.64,36.06,22.42,14.65,65.88,7.04
2020,4,8,29.14,21.5,25.32,29.96,11.8,36.08,24.28,16.05,67.62,0.11
2020,4,9,28.01,21.29,24.65,29.08,10.42,33.38,22.96,15.81,69.81,0.04
2020,4,10,29,19.56,24.28,29.93,13.64,35.97,22.33,14.28,61.81,0
2020,4,11,29.32,20.26,24.79,30.3,12.45,35.81,23.37,14.77,61.75,1.85
2020,4,12,28.96,18.05,23.51,29.58,11.66,34.87,23.19,13,55.56,1.95
2020,4,13,28.98,19.44,24.21,29.66,12.16,35.3,23.14,14.1,58.44,2.59
2020,4,14,29.69,20.29,24.99,30.78,13.55,36.73,23.18,14.89,61.56,0.25
2020,4,15,29.45,22.49,25.98,30.26,10.98,35.23,24.25,16.97,69,3.49
2020,4,16,28.71,21.67,25.19,29.97,9.94,33.9,23.96,16.17,68.12,5.6
2020,4,17,29.3,22.58,25.94,30.08,11.58,35.9,24.31,17.09,70.12,4.44
2020,4,18,28.47,23.57,26.01,28.85,8.77,33.49,24.72,18.13,76.81,17.82
2020,4,19,28.54,23.72,26.12,29.19,9.04,33.73,24.69,18.31,77.31,20.12
2020,4,20,27.65,23.67,25.66,28.39,8.15,32.33,24.19,18.25,80.5,16.03
2020,4,21,27.79,22.24,25.01,28.17,8.88,33.29,24.4,16.78,74.06,9.35
2020,4,22,26.55,21.3,23.93,27.47,8.54,31.51,22.97,15.75,74.56,2.48
2020,4,23,27.05,22.33,24.69,27.67,8.53,31.53,22.99,16.78,76.94,12.83
2020,4,24,25.94,22.55,24.25,26.62,7.59,29.93,22.33,17.03,82.56,35.04
2020,4,25,26.61,23.39,25,27.48,7.3,30.76,23.45,17.94,83.69,26.66
2020,4,26,26.26,23.78,25.02,26.78,6.3,29.89,23.59,18.31,87,28.34
2020,4,27,26.04,22.69,24.36,26.58,6.89,29.63,22.74,17.09,82.75,13.47
2020,4,28,25.92,22.93,24.43,26.26,5.59,28.98,23.38,17.4,84.25,19.69
2020,4,29,26.01,23.01,24.51,26.69,7.26,30.06,22.8,17.52,84.5,12.64
2020,4,30,26.96,23.48,25.22,27.73,7.68,30.96,23.27,18.01,82.56,10.42
2020,5,1,26.83,23.58,25.2,27.47,7.04,30.25,23.22,18.13,83.25,15.18
2020,5,2,26.93,23.96,25.44,27.26,6.47,30.44,23.97,18.55,84.56,11.28
2020,5,3,26.72,23.87,25.3,27.51,6.9,30.52,23.62,18.49,85.31,15.65
2020,5,4,27.78,23.83,25.8,28.39,8.05,31.66,23.62,18.43,80.44,8.4
2020,5,5,28.65,25.42,27.04,29,7.56,32.36,24.8,20.32,83.62,17.38
2020,5,6,27.94,24.73,26.34,28.1,5.29,30.89,25.6,19.47,83.31,34.37
2020,5,7,28.4,23.21,25.8,28.37,8.08,31.81,23.73,17.76,74.25,6.67
2020,5,8,28.19,22.96,25.58,28.26,7.91,31.96,24.05,17.52,73.81,6.7
2020,5,9,28.85,23.99,26.42,29.06,8.59,32.55,23.96,18.62,75.94,18.2
2020,5,10,30.12,24.19,27.15,29.85,7.56,33.19,25.62,18.86,71.19,19.92
2020,5,11,30.03,24.17,27.1,29.65,5.61,32.82,27.21,18.86,71.56,1.93
2020,5,12,29.11,24.74,26.93,29.34,6.5,32.62,26.12,19.47,78.12,0.62
2020,5,13,28.49,25.07,26.78,28.83,6.98,32.21,25.23,19.9,82.62,0.47
2020,5,14,28.65,25.3,26.98,29.02,7.17,32.35,25.18,20.14,83.06,13.09
2020,5,15,28.8,25.58,27.19,29.22,6.94,32.41,25.48,20.57,83.75,17.23
2020,5,16,29.11,26.14,27.62,29.39,7.55,33.08,25.52,21.24,84.88,14.86
2020,5,17,29.44,25.94,27.69,29.79,7.98,33.56,25.59,21,82.56,13.71
2020,5,18,29.4,25.97,27.69,29.9,7.3,33.25,25.95,21.12,82.69,0.08
2020,5,19,28.94,24.18,26.56,29.08,5.87,32.25,26.38,19.04,77.38,2.04
2020,5,20,27.79,25.04,26.41,27.87,7.34,32.03,24.69,20.08,85.44,31.74
2020,5,21,27.83,25.28,26.55,27.83,3.94,30.18,26.23,20.32,86.31,34.6
2020,5,22,28.57,25.73,27.15,28.66,6.42,32.16,25.74,20.75,85.25,13.11
2020,5,23,29.13,26.26,27.69,29.26,7.52,33.19,25.67,21.42,85.5,0.59
2020,5,24,29.13,26.65,27.89,29.21,6.7,32.97,26.26,21.91,87.12,2.66
2020,5,25,28.94,26.3,27.62,29.01,5.8,32.58,26.78,21.42,86.31,1.58
2020,5,26,28.5,25.81,27.15,28.6,5.34,31.83,26.5,20.81,85.94,6.9
2020,5,27,28.19,26.3,27.25,28.27,5.04,31.28,26.23,21.42,89.69,77.82
2020,5,28,27.91,25.37,26.65,28.37,5.58,31.07,25.49,20.26,86.62,34.72
2020,5,29,27.99,25.34,26.67,28.44,5.88,31.08,25.2,20.26,86.12,24.16
2020,5,30,28.24,25.8,27.02,28.58,6.16,31.53,25.37,20.81,87.19,15.83
2020,5,31,28.59,25.81,27.2,28.83,5.42,31.4,25.98,20.75,85.56,7.3
2020,6,1,28.1,26.09,27.1,28.18,4.17,30.37,26.2,21.12,89.12,4.75
2020,6,2,27.98,26.32,27.15,27.98,4.62,30.44,25.82,21.48,90.81,6.75
2020,6,3,28.12,25.91,27.01,28.19,4.91,30.98,26.08,20.94,88.25,8.61
2020,6,4,28.42,26.35,27.39,28.55,5.44,31.5,26.06,21.48,89,31.54
2020,6,5,27.88,26.33,27.11,27.92,3.67,29.81,26.14,21.48,91.38,15.06
2020,6,6,28.19,26.97,27.58,28.12,2.57,29.58,27.01,22.34,93.12,16.07
2020,6,7,28.8,26.56,27.68,28.92,5.11,31.64,26.53,21.85,88.12,13.43
2020,6,8,28.81,26.36,27.58,29.01,5.55,31.75,26.21,21.61,87.12,15.51
2020,6,9,29.59,26.42,28.01,29.94,6.71,33.22,26.51,21.67,83.88,9.16
2020,6,10,28.55,26.67,27.61,28.65,3.7,30.37,26.68,21.97,89.75,15.72
2020,6,11,28.15,26.96,27.55,28.11,3.1,29.82,26.72,22.4,93.19,21.26
2020,6,12,28.32,26.81,27.56,28.41,4.51,30.86,26.35,22.22,91.69,9.8
2020,6,13,28.4,27.46,27.94,28.33,2.57,29.87,27.3,23.07,94.56,41.46
2020,6,14,28.6,27.22,27.91,28.51,3.77,30.73,26.96,22.71,92.25,10.17
2020,6,15,28.78,27.43,28.11,28.78,4.48,31.18,26.7,23.07,92.5,11.24
2020,6,16,28.62,26.69,27.65,28.72,4.27,31.07,26.8,22.09,89.56,16.99
2020,6,17,27.83,26.94,27.39,27.78,1.88,28.78,26.91,22.4,94.81,39.15
2020,6,18,27.87,26.72,27.3,27.87,2.91,29.4,26.49,22.09,93.38,20.74
2020,6,19,28.72,26.94,27.83,28.77,5.19,31.73,26.54,22.34,90.31,14.52
2020,6,20,28.58,26.97,27.77,28.64,4.43,31.15,26.72,22.4,91.12,19.02
2020,6,21,28.21,26.57,27.39,28.32,4.41,30.87,26.45,21.91,90.94,11
2020,6,22,28.32,26.53,27.42,28.42,4.27,30.6,26.32,21.79,90.25,5.47
2020,6,23,28.89,26.95,27.92,29.08,5.16,31.83,26.67,22.34,89.56,10.47
2020,6,24,29.12,27.07,28.1,29.33,5.73,32.05,26.31,22.46,89.06,5.97
2020,6,25,29.01,27.2,28.11,29.08,4.79,31.62,26.83,22.64,90.19,2.35
2020,6,26,28.57,27.19,27.88,28.46,3.33,30.41,27.08,22.64,92.31,4.75
2020,6,27,28.48,26.73,27.61,28.41,3.38,30.54,27.15,22.03,90.5,23.66
2020,6,28,27.49,25.87,26.68,27.49,3.16,29.58,26.4,20.94,90.94,4.24
2020,6,29,28.52,26.09,27.31,28.82,6.02,31.98,25.95,21.24,87.19,10.08
2020,6,30,28.86,26.73,27.79,29.24,5.8,32.01,26.22,22.03,88.62,4.31
2020,7,1,28.47,26.52,27.5,28.58,4.11,30.81,26.71,21.79,89.44,5.73
2020,7,2,28.75,27.12,27.94,28.78,3.95,30.94,27,22.64,91.06,1.6
2020,7,3,29.25,27.05,28.15,29.51,5.59,32.29,26.7,22.52,88.38,0.69
2020,7,4,28.6,26.94,27.77,28.81,4.68,31.59,26.9,22.4,90.94,9.53
2020,7,5,28.42,27,27.71,28.48,3.06,30.24,27.17,22.46,92,10.58
2020,7,6,28.85,27.2,28.02,28.86,3.73,30.97,27.23,22.77,90.94,7.45
2020,7,7,28.92,27.19,28.05,28.94,4.78,31.65,26.87,22.71,90.56,10.71
2020,7,8,29.1,27.16,28.13,29.25,4.96,32.13,27.17,22.64,89.62,5.42
2020,7,9,28.87,27.34,28.1,28.88,4.39,31.47,27.07,22.89,91.56,16.49
2020,7,10,29.01,27.4,28.21,28.93,3.62,31.1,27.48,23.01,91.12,18.58
2020,7,11,28.33,27.23,27.77,28.27,2.56,29.9,27.33,22.77,93.69,37.26
2020,7,12,28.56,26.9,27.73,28.63,3.96,30.87,26.9,22.34,90.88,28.84
2020,7,13,28.83,26.98,27.9,29.01,5.02,31.79,26.76,22.46,90,8.83
2020,7,14,28.05,26.37,27.21,28.25,4.35,30.63,26.28,21.61,90.75,10.62
2020,7,15,28.75,26.69,27.72,28.97,5.87,32.04,26.17,22.03,89.06,7.65
2020,7,16,28.8,26.53,27.67,29.1,5.4,31.72,26.32,21.79,87.94,5.32
2020,7,17,28.96,26.78,27.87,29.34,5.37,31.94,26.58,22.09,88.44,3.33
2020,7,18,28.26,27.01,27.64,28.4,3.27,30.17,26.9,22.4,93,12.56
2020,7,19,28.71,26.87,27.79,28.83,4.95,31.51,26.55,22.22,90.06,21.72
2020,7,20,28.08,27.01,27.55,28.05,2.93,29.69,26.76,22.46,93.88,36.75
2020,7,21,28.12,26.99,27.55,28.05,2.87,29.82,26.95,22.4,93.62,35.91
2020,7,22,27.57,26.29,26.93,27.69,3.59,29.58,25.99,21.48,92.75,45.44
2020,7,23,27.82,26.16,26.99,27.98,4.58,30.19,25.61,21.3,90.88,13.2
2020,7,24,28.11,26.59,27.35,28.14,4.13,30.54,26.4,21.79,91.62,10.18
2020,7,25,28.43,26.23,27.33,28.73,5.77,31.46,25.69,21.36,88.25,1.85
2020,7,26,29.23,26.76,27.99,29.52,5.74,32.23,26.48,22.03,87,1.6
2020,7,27,28.82,27.12,27.98,28.8,3.26,30.55,27.29,22.58,90.62,9.47
2020,7,28,28.76,26.81,27.79,28.8,4.59,31.5,26.91,22.16,89.5,24.27
2020,7,29,28.44,26.56,27.5,28.64,4.88,31.25,26.37,21.79,89.81,14.4
2020,7,30,28.81,26.65,27.73,28.89,5.11,31.55,26.44,21.91,88.44,1.75
2020,7,31,29.15,26.72,27.94,29.44,5.38,32.14,26.77,22.03,87.19,1.87
2020,8,1,29.7,27.05,28.37,30.11,5.95,32.98,27.02,22.52,86.25,3.19
2020,8,2,29.69,27.19,28.44,29.86,4.99,32.33,27.33,22.77,86.75,7.79
2020,8,3,30.51,27.14,28.83,30.63,5.76,33.4,27.65,22.77,82.81,6.48
2020,8,4,28.61,27.18,27.9,28.61,4.73,31.46,26.73,22.95,92,20.76
2020,8,5,28.73,26.87,27.8,28.76,4.96,31.76,26.8,22.4,89.88,17.9
2020,8,6,27.99,26.66,27.33,27.98,3.79,30.19,26.41,21.97,92.5,5.39
2020,8,7,28.9,27.05,27.98,28.98,4.49,31.73,27.23,22.52,90.06,8.7
2020,8,8,28.83,26.86,27.84,28.88,4.58,31.31,26.73,22.28,89.38,6.1
2020,8,9,28.55,26.84,27.69,28.64,4.52,31.25,26.73,22.28,90.75,2.46
2020,8,10,28.73,27.03,27.88,28.84,5.39,31.83,26.44,22.52,90.81,2.53
2020,8,11,29.13,27.26,28.19,29.21,4.92,31.93,27.01,22.83,89.94,25.81
2020,8,12,29.17,27.24,28.21,29.35,5.49,32.44,26.95,22.77,89.69,14.7
2020,8,13,29.11,26.98,28.05,29.33,5.02,32,26.98,22.46,88.62,2.75
2020,8,14,28.65,26.69,27.67,28.78,5.08,31.73,26.66,22.16,89.5,4.48
2020,8,15,28.05,26.31,27.18,28.16,5.05,30.98,25.92,21.67,90.5,23.55
2020,8,16,28.1,26.45,27.28,28.08,4.09,30.48,26.39,21.79,90.88,12.89
2020,8,17,28.01,26.43,27.23,28.03,4.83,31.08,26.26,21.73,91.19,26.12
2020,8,18,28.12,26.6,27.37,28.21,4.41,30.83,26.42,21.97,91.56,10.75
2020,8,19,27.32,26.17,26.74,27.3,2.53,28.57,26.04,21.42,93.44,4.17
2020,8,20,26.76,25.75,26.26,26.74,3,28.63,25.63,20.81,94.12,19.92
2020,8,21,27.03,25.8,26.42,27.01,3.54,29.15,25.61,20.81,93,13.13
2020,8,22,27.47,25.83,26.65,27.56,3.86,29.88,26.02,20.81,90.94,26.8
2020,8,23,27.87,26.03,26.95,27.91,4.82,30.57,25.75,21.12,90,15.31
2020,8,24,28.44,26.29,27.37,28.69,6.06,31.76,25.69,21.48,88.5,22.61
2020,8,25,27.65,26.34,27,27.73,4.3,30.12,25.82,21.55,92.69,12.92
2020,8,26,27.43,25.89,26.65,27.51,4.7,30.12,25.43,21,91.44,3.77
2020,8,27,27.4,26.21,26.8,27.37,3.37,29.48,26.12,21.36,93.19,8.56
2020,8,28,28.15,26.2,27.18,28.39,5.41,31.15,25.73,21.36,89.56,16.57
2020,8,29,28.51,26.43,27.47,28.74,5.61,31.56,25.95,21.67,88.88,13.2
2020,8,30,28.88,26.71,27.8,29.06,5.49,31.78,26.29,22.03,88.44,7.86
2020,8,31,29.11,27,28.05,29.05,4.64,31.45,26.82,22.4,88.62,7.28
2020,9,1,28.27,26.3,27.28,28.33,4.86,30.86,26,21.42,89.38,14.28
2020,9,2,27.99,25.87,26.93,28.33,6.34,31.5,25.16,20.87,88.62,28.21
2020,9,3,28.73,25.82,27.27,29.26,7.3,32.4,25.09,20.75,85.06,3.06
2020,9,4,29.33,26.22,27.77,29.8,7.1,32.9,25.8,21.3,84.12,1.6
2020,9,5,29.22,26.57,27.9,29.49,6.12,32.45,26.33,21.79,86.12,0.29
2020,9,6,28.51,26.55,27.53,28.64,4.36,30.98,26.62,21.79,89.44,0.94
2020,9,7,28.27,26.24,27.26,28.52,5.09,31.35,26.26,21.36,89.12,3.61
2020,9,8,28.52,26.26,27.39,28.7,5.32,31.29,25.97,21.36,87.94,4.15
2020,9,9,28.99,26.21,27.6,29.3,6.22,32.31,26.09,21.36,85.62,2.49
2020,9,10,28.65,26.4,27.53,28.85,4.77,31.64,26.87,21.61,88.06,17.92
2020,9,11,28.33,26.36,27.34,28.45,4.23,30.55,26.31,21.55,89.31,14.09
2020,9,12,28.71,26.63,27.67,28.94,5.52,31.79,26.27,21.85,88.94,8.76
2020,9,13,28.28,26.6,27.44,28.45,4.77,31.33,26.56,21.79,90.88,12.68
2020,9,14,28.03,26.48,27.26,28.13,4.28,30.44,26.16,21.67,91.44,5.15
2020,9,15,28.47,26.57,27.51,28.67,5.02,31.22,26.21,21.79,89.75,8.77
2020,9,16,28.02,26.55,27.29,28.02,3.69,30.13,26.44,21.79,91.81,3.32
2020,9,17,28.49,26.58,27.54,28.48,4.91,31.33,26.41,21.85,89.62,9.19
2020,9,18,29.72,26.17,27.94,29.8,6.59,33.16,26.58,21.3,82.06,0.71
2020,9,19,29.48,27.12,28.3,29.37,5.85,32.54,26.69,22.64,87.38,1.58
2020,9,20,30.12,27.13,28.63,29.9,6.16,33.57,27.41,22.71,84.62,3.52
2020,9,21,28.47,26.81,27.64,28.39,3.66,30.56,26.9,22.22,90.75,25.85
2020,9,22,28.15,27.17,27.66,28.03,2.45,29.55,27.11,22.64,94.31,20.15
2020,9,23,27.94,26.94,27.44,27.83,2.32,29.34,27.02,22.28,94.19,29.61
2020,9,24,27.76,26.78,27.27,27.65,2.44,29.18,26.74,22.03,94.38,20.95
2020,9,25,27.65,26.74,27.19,27.54,2.78,29.41,26.63,22.03,94.75,34
2020,9,26,27.77,26.69,27.23,27.64,3.36,29.87,26.52,21.97,93.81,50.25
2020,9,27,27.78,26.21,26.99,27.79,4.18,30.29,26.11,21.36,91.38,21.53
2020,9,28,28.28,26.01,27.14,28.55,5.62,31.33,25.7,21.06,87.94,3.17
2020,9,29,28.45,26.05,27.26,28.59,5.02,31.06,26.05,21.18,87.25,0.35
2020,9,30,28.51,25.72,27.12,28.42,4.25,30.9,26.65,20.75,85.12,2.21
2020,10,1,27.88,26.07,26.98,27.9,4.16,30.14,25.98,21.24,89.94,12.22
2020,10,2,27.95,26.23,27.09,28.06,4.85,30.76,25.91,21.36,90.62,16.7
2020,10,3,28.01,26.26,27.13,28.05,4.91,30.53,25.62,21.42,90.38,13.56
2020,10,4,27.92,26,26.96,27.8,4.54,30.49,25.95,21.06,89.5,8.51
2020,10,5,27.59,25.91,26.76,27.56,4.22,30,25.78,20.94,90.81,11.81
2020,10,6,27.04,25,26.02,27.08,3.62,29.26,25.63,19.78,88.88,29.99
2020,10,7,27.28,25.3,26.29,27.38,5.19,30.17,24.98,20.14,89.19,11.06
2020,10,8,28.69,24.87,26.77,28.48,7.67,32.17,24.5,19.65,80.56,5.46
2020,10,9,29.3,25.93,27.62,29.19,6.55,32.6,26.05,21,82.44,0.37
2020,10,10,29.48,26.22,27.85,29.57,6.07,32.65,26.58,21.36,83.19,0.05
2020,10,11,29.85,25.95,27.9,29.77,6.24,32.98,26.73,21,80.25,3.1
2020,10,12,29.51,25.76,27.64,29.36,6.54,32.72,26.18,20.81,80.88,7.61
2020,10,13,29.77,25.67,27.72,29.7,6.65,33.1,26.46,20.69,79.31,5.13
2020,10,14,28.83,26.05,27.44,29.08,5.84,32.21,26.37,21.12,85.62,8.19
2020,10,15,29.23,25.76,27.49,29.44,6.35,32.88,26.53,20.75,82.31,1.43
2020,10,16,29.15,25.58,27.36,28.95,6.82,32.42,25.61,20.57,81.81,0.41
2020,10,17,29.18,25.64,27.4,29.19,6.89,32.71,25.81,20.63,81.88,0.85
